area,floor,h_method,href,huxing,metro,orientation,price,renovation,square,tags,time,title,view
龙泽 金域华府三期,低楼层/28层,整租,/zufang/42653975.html,2室1厅,距离地铁西二旗856米,南,7800元/月,精装,82平米,"近地铁,随时看",2019-03-21,精装修 拎包入住 随时可看,近30天带看  9  次
龙泽 新龙城,高楼层/20层,整租,/zufang/42650912.html,1室1厅,距离地铁龙泽438米,北,5000元/月,精装,60平米,"近地铁,随时看",2019-03-20,新龙城一居室 业主精心装修 13号回龙观站,近30天带看  10  次
四惠 东八里庄东里,顶层/6层,整租,/zufang/42650295.html,1室0厅,距离地铁十里堡648米,东,4200元/月,简装,40平米,"近地铁,拎包入住,集中供暖",2019-03-20,八里庄东里-十里堡-看房提前联系,近30天带看  16  次
西直门 长河湾,中楼层/6层,整租,/zufang/42647693.html,4室2厅,距离地铁西直门768米,南北,28000元/月,精装,159平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-19,长河湾大四居室 小区环境好 近西直门地铁 南北通透,近30天带看  10  次
天通苑 天通苑北二区,中楼层/13层,整租,/zufang/42646792.html,2室1厅,距离地铁天通苑1047米,南北,6000元/月,简装,115平米,"近地铁,可短租,拎包入住,集中供暖",2019-03-21,天通苑北二区大两居室诚心出租,近30天带看  11  次
果园 苏荷时代,中楼层/24层,整租,/zufang/42643532.html,1室1厅,距离地铁果园225米,西,3400元/月,精装,45平米,"近地铁,随时看",2019-03-18,（优选房源）（近地铁）果园地铁 苏荷时代 精装开间 价格美丽,近30天带看  11  次
双榆树 双榆树北路,中楼层/5层,整租,/zufang/42635330.html,2室1厅,近30天带看  10  次,南北,8000元/月,精装,71平米,"近地铁,拎包入住,集中供暖",,双榆树北路精装两居室，紧邻知春里 人大地铁，中航头条,
圆明园 芙蓉里小区,中楼层/6层,整租,/zufang/42624536.html,3室1厅,距离地铁北京大学东门1271米,南,11500元/月,简装,78.5平米,"近地铁,拎包入住,集中供暖",2019-03-16,北大西门，芙蓉里小区三居，中间楼层，紧邻稻香园，大河庄苑,近30天带看  10  次
望京 望京西园三区,低楼层/28层,整租,/zufang/42618326.html,2室1厅,距离地铁望京521米,南,8500元/月,精装,88平米,近地铁,2019-03-16,紧邻SOHO 绿地 望京西园三区 整租 大一居,近30天带看  12  次
魏公村 万寿寺北里,中楼层/6层,整租,/zufang/42608059.html,2室1厅,距离地铁魏公村1166米,南北,7500元/月,简装,54平米,"近地铁,拎包入住,集中供暖",2019-03-13,万寿寺北里 精装两居室 紧邻民大北京外国语,近30天带看  10  次
知春路 罗庄东里,顶层/6层,整租,/zufang/42591453.html,2室1厅,距离地铁知春路439米,东南,7200元/月,简装,55平米,"近地铁,集中供暖",2019-03-12,北航南门，地铁10号线13号线知春路地铁站，两居室,近30天带看  14  次
蒲黄榆 蒲黄榆路,高楼层/15层,整租,/zufang/42568028.html,2室1厅,距离地铁蒲黄榆228米,南,5600元/月,精装,58平米,"近地铁,随时看,拎包入住,集中供暖",2019-03-08,蒲黄榆刘家窑地铁 家具家电齐全 随时拎包入住签约,近30天带看  13  次
望京 望京西园三区,中楼层/28层,整租,/zufang/42502631.html,1室1厅,距离地铁望京521米,南,8000元/月,精装,83平米,"近地铁,拎包入住",2019-03-01,紧邻绿地 望京SOHO 望京西园三区大一居,近30天带看  13  次
望京 星源国际,低楼层/30层,整租,/zufang/42471918.html,1室1厅,距离地铁望京414米,南,8000元/月,精装,66平米,"近地铁,随时看",2019-02-24,星源国际一室一厅一卫,近30天带看  10  次
德胜门 新风南里,中楼层/6层,整租,/zufang/42593080.html,2室1厅,近30天带看  19  次,南北,7200元/月,精装,61.4平米,"随时看,拎包入住,集中供暖",,德胜门！新风南里！高端社区！精装两居！家电齐全！看房方便,
杨庄 首钢杨庄小区,底层/6层,整租,/zufang/500015325.html,3室1厅,距离地铁杨庄1306米,南东北,5500元/月,精装,63平米,"近地铁,随时看,拎包入住",2019-04-19,新上杨庄小区正规经典小3居室 精装修；拎包住,近30天带看  1  次
回龙观 龙博苑三区,高楼层/6层,整租,/zufang/500014159.html,2室1厅,距离地铁育新747米,南北,6000元/月,精装,80平米,"近地铁,随时看,拎包入住",2019-04-19,龙博苑三区正规两居室出租，随时看房有钥匙,近30天带看  3  次
团结湖 锦湖园公寓,中楼层/26层,整租,/zufang/500013949.html,3室2厅,距离地铁呼家楼613米,东南,17800元/月,精装,180平米,"近地铁,随时看",2019-04-19,锦湖园公寓超大三居/呼家楼/团结湖,近30天带看  2  次
紫竹桥 车道沟南里,中楼层/6层,整租,/zufang/500013938.html,1室0厅,距离地铁车道沟844米,东南,6300元/月,精装,40平米,"近地铁,拎包入住,集中供暖",2019-04-18,车道沟站 紫竹桥北洼路精装一居室 中国兵器财智会馆,近30天带看  5  次
永定门 西革新里110号院,中楼层/6层,整租,/zufang/500013484.html,2室1厅,距离地铁永定门外805米,东西,5400元/月,简装,60平米,"近地铁,随时看,集中供暖",2019-04-18,西革新里两居室出租 随时入住,近30天带看  7  次
学院路 学院路14号院,低楼层/6层,整租,/zufang/500009875.html,3室1厅,距离地铁六道口279米,南北,10000元/月,简装,65平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-18,六道口五道口 金码大厦优质三居拎包住,近30天带看  2  次
牡丹园 塔院迎春园,中楼层/18层,整租,/zufang/500016601.html,2室1厅,距离地铁西土城476米,南北,8000元/月,简装,66平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-23,带电梯 双南向 紧邻地铁,近30天带看  0  次
灯市口 北河沿大街,高楼层/6层,整租,/zufang/42795805.html,1室1厅,近30天带看  1  次,南,7000元/月,精装,40平米,"近地铁,随时看,拎包入住,集中供暖",,沙滩后街北河沿大街东华门  美术馆 骑河楼妇产医院一居,
宋家庄 映天朗,高楼层/6层,整租,/zufang/42794390.html,3室2厅,距离地铁宋家庄713米,南北,11500元/月,精装,140平米,"近地铁,集中供暖",2019-04-10,宋家庄 映天朗精装三居室 看房拎包入住！,近30天带看  2  次
赵公口 石榴园北里,中楼层/9层,整租,/zufang/42794039.html,1室1厅,距离地铁石榴庄396米,南,4000元/月,精装,50平米,"近地铁,随时看",2019-04-11,石榴园北里精装一居室 随时入住 邻近10号线石榴庄地铁站,近30天带看  2  次
龙泽 融泽嘉园1号院,中楼层/31层,整租,/zufang/42793994.html,2室1厅,距离地铁龙泽1083米,南北,6800元/月,精装,93平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-10,融泽嘉园南北通透两居 紧邻西二旗地铁 中关村软件园,近30天带看  6  次
天通苑 天通西苑二区,底层/33层,整租,/zufang/42793793.html,2室1厅,近30天带看  2  次,南北,6800元/月,精装,94平米,"随时看,拎包入住,集中供暖",,西二区正规两居室 交通便利 周边生活设施完善 拎包入住,
天通苑 天通苑东一区,底层/16层,整租,/zufang/42792743.html,2室1厅,距离地铁天通苑南1409米,南北,6000元/月,精装,98平米,"近地铁,随时看",2019-04-17,精装电梯两居室 业主长期出租  适合一家人居住 环境棒采光好,近30天带看  5  次
北苑 来春园,低楼层/16层,整租,/zufang/42792587.html,3室2厅,距离地铁北苑682米,东北,12000元/月,简装,155.06平米,"近地铁,随时看",2019-04-13,朝来家园 来春园新三居两卫 业主自住装修 公交便利,近30天带看  2  次
回龙观 龙博苑二区,中楼层/6层,整租,/zufang/42792504.html,3室1厅,距离地铁回龙观581米,南北,7200元/月,精装,87平米,"近地铁,随时看,拎包入住",2019-04-10,看房随时回龙观地铁旁的三居室业主直租,近30天带看  3  次
乔庄 乔庄东区,中楼层/11层,整租,/zufang/42792236.html,1室1厅,距离地铁北运河西756米,南,3500元/月,精装,52平米,"近地铁,拎包入住,集中供暖",2019-04-16,乔庄东区 北运河西步行即到 温馨电梯一居 东西齐随时住,近30天带看  1  次
崇文门 新景家园西区,高楼层/14层,整租,/zufang/42792102.html,2室1厅,距离地铁磁器口376米,东西,9500元/月,简装,80平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-23,新景家园=东西向精装两居=看房提前约，五月初可入住,近30天带看  6  次
立水桥 溪城家园1号院,低楼层/15层,整租,/zufang/42791286.html,2室1厅,距离地铁立水桥南1255米,南北,5700元/月,精装,81.58平米,"近地铁,拎包入住",2019-04-11,立水桥溪城家园精装两居室 装修好拎包即住 紧邻地铁商超,近30天带看  2  次
百子湾 沿海赛洛城三期,底层/7层,整租,/zufang/42791096.html,2室1厅,近30天带看  1  次,南,16000元/月,简装,90平米,"近地铁,集中供暖",,百子湾沿海赛洛城 临街旺铺 利用空间大 交通便利,
窦店 田家园一区,低楼层/6层,整租,/zufang/42789761.html,3室2厅,近30天带看  1  次,南北,2500元/月,简装,114平米,"随时看,拎包入住,集中供暖",,窦店田家园，二层，南北三居室，随时看房,
酒仙桥 高家园三区,高楼层/6层,整租,/zufang/42789585.html,2室1厅,距离地铁望京南521米,南,7800元/月,简装,61平米,"近地铁,随时看",2019-04-10,酒仙桥大山子旁高家园小区精装修两居室 全朝南！拎包入住！,近30天带看  2  次
安定门 青年湖东里,低楼层/18层,整租,/zufang/42789455.html,2室1厅,距离地铁安定门845米,南,8000元/月,精装,75平米,"近地铁,集中供暖",2019-04-18,安定门青年湖公园青年湖东里地坛公园安外三条拎包入住,近30天带看  3  次
朝青 国美第一城3号院,高楼层/31层,整租,/zufang/42789232.html,1室1厅,距离地铁青年路1194米,南,6000元/月,简装,49平米,"近地铁,拎包入住,集中供暖",2019-04-11,国美新上一居 采光好 家电齐全 可稳定长租 邻达美,近30天带看  3  次
西三旗 瑞旗家园,中楼层/28层,整租,/zufang/42788922.html,2室1厅,距离地铁霍营448米,南北,6500元/月,精装,89平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-10,霍营瑞旗家园精装两居出租，全齐 拎包住,近30天带看  2  次
安贞 安华里二区,底层/6层,整租,/zufang/42788703.html,2室1厅,距离地铁安华桥745米,南北,6800元/月,简装,65平米,"近地铁,随时看,拎包入住",2019-04-14,这有房子 你有需要 联系看房方便,近30天带看  2  次
古城 古城现代嘉园,低楼层/21层,整租,/zufang/42788540.html,1室1厅,距离地铁古城1276米,南,4200元/月,精装,50平米,"近地铁,拎包入住,集中供暖",2019-04-10,古城现代嘉园 开间一居 全齐 有电梯,近30天带看  3  次
甜水园 延静里,低楼层/5层,整租,/zufang/42787992.html,2室1厅,近30天带看  2  次,南北,7500元/月,精装,65平米,"随时看,拎包入住,集中供暖",,金台路地铁口6号14号线 出行便利 拎包入住,
玉泉营 万年花城二期,低楼层/15层,整租,/zufang/42787180.html,3室2厅,距离地铁首经贸304米,南北,11000元/月,精装,130平米,"近地铁,拎包入住,集中供暖",2019-04-10,玉泉营 万年花城二期 精装三居 拎包入住,近30天带看  2  次
皂君庙 双榆树南里,中楼层/24层,整租,/zufang/42787103.html,3室1厅,近30天带看  5  次,东北,10000元/月,精装,72平米,"近地铁,拎包入住,集中供暖",,双榆树南里精装三居 双安商场 对面中航头条人大地铁站,
北苑 华发颐园,低楼层/19层,整租,/zufang/42787051.html,1室0厅,距离地铁立水桥南223米,东,6200元/月,精装,59.64平米,"近地铁,随时看",2019-04-11,立水桥南 精装修开间 近D铁 看房方便,近30天带看  1  次
三元桥 新源街,中楼层/6层,整租,/zufang/42786752.html,1室1厅,距离地铁亮马桥867米,南,6000元/月,精装,37平米,"近地铁,拎包入住,集中供暖",2019-04-09,三元桥左家庄东直门新源里京城大厦启皓大厦附近精装一居,近30天带看  1  次
天通苑 天通苑北二区,低楼层/16层,整租,/zufang/42786617.html,2室1厅,距离地铁天通苑1047米,南北,7000元/月,简装,126平米,"近地铁,拎包入住,集中供暖",2019-04-10,天通苑北二区 紧邻地铁 带电梯 厅南南北通透两居室,近30天带看  4  次
丽泽 保利百合花园,中楼层/20层,整租,/zufang/42786267.html,1室1厅,距离地铁六里桥431米,南,8000元/月,精装,88平米,"近地铁,随时看",2019-04-11,六里桥 西局 七里庄 精装修全南向两居室，拎包入住,近30天带看  4  次
安贞 安华里五区,中楼层/6层,整租,/zufang/42786172.html,2室1厅,距离地铁安德里北街1051米,南北,7300元/月,精装,53.49平米,"近地铁,拎包入住,集中供暖",2019-04-10,柳荫公园 外馆斜街 安外大街 安华里五区干净整洁两居,近30天带看  5  次
古城 古城现代嘉园,低楼层/21层,整租,/zufang/42786092.html,1室1厅,距离地铁古城1276米,南,4200元/月,精装,50平米,"近地铁,拎包入住,集中供暖",2019-04-10,古城现代嘉园 地铁 开间一居 全齐 首特钢创业大厦,近30天带看  2  次
朝阳门 雅宝里,顶层/18层,整租,/zufang/42786089.html,2室1厅,距离地铁朝阳门920米,南,10000元/月,精装,80平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-10,朝阳门 悠唐儿研所 精装两室一厅 看房方便,近30天带看  1  次
高碑店 兴隆家园,低楼层/24层,整租,/zufang/42786080.html,1室1厅,距离地铁高碑店621米,东南,6000元/月,简装,60平米,"近地铁,拎包入住,集中供暖",2019-04-10,兴隆家园紧邻地铁站公交站大悦城随时看房,近30天带看  2  次
陶然亭 畅柳园,高楼层/14层,整租,/zufang/42785329.html,2室1厅,距离地铁陶然亭857米,东,7500元/月,简装,72.46平米,"近地铁,拎包入住,集中供暖",2019-04-09,陶然亭旁黑窑厂西里畅柳园四平园 看房提前联系,近30天带看  2  次
木樨园 南木樨园,中楼层/18层,整租,/zufang/42785240.html,2室1厅,距离地铁海户屯431米,东北,5000元/月,精装,62平米,"近地铁,拎包入住,集中供暖",2019-04-10,业主直租 精装修两居室 带电梯 看房方便,近30天带看  1  次
月坛 月坛北街,底层/5层,整租,/zufang/42785230.html,2室1厅,距离地铁阜成门581米,南,10000元/月,精装,65平米,"近地铁,拎包入住,集中供暖",2019-04-09,月坛北街 紧邻金融街 南北通透大两居出租 价钱可谈,近30天带看  3  次
宋家庄 世纪星家园,中楼层/21层,整租,/zufang/42785167.html,2室1厅,距离地铁方庄946米,西南,7500元/月,简装,98平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-09,世纪星家园 西南向两居室 家电全齐 出行便利,近30天带看  2  次
六里桥 六里桥北里小区,高楼层/6层,整租,/zufang/42785072.html,2室1厅,距离地铁六里桥754米,南北,6500元/月,精装,60平米,"近地铁,随时看",2019-04-10,南北通透，精装修，小两居室，家具家电齐全,近30天带看  2  次
望京 望京西园一区,顶层/6层,整租,/zufang/42784639.html,2室1厅,距离地铁望京704米,南北,8500元/月,精装,100平米,"近地铁,随时看",2019-04-09,望京西园一区两居室出租,近30天带看  1  次
双井 时代国际,低楼层/21层,整租,/zufang/42784358.html,1室1厅,距离地铁双井346米,北,6000元/月,简装,35.59平米,"近地铁,拎包入住,集中供暖",2019-04-09,双井时代国际嘉园开间，装修精致，家电齐全,近30天带看  1  次
刘家窑 扑满山,低楼层/21层,整租,/zufang/42784080.html,2室1厅,近30天带看  3  次,东,8000元/月,精装,80平米,"近地铁,随时看,拎包入住,集中供暖",,临近地铁，可办公居住 周边配套齐全,
苹果园 海特花园,底层/7层,整租,/zufang/42783489.html,2室1厅,距离地铁杨庄550米,南北,5200元/月,简装,70平米,"近地铁,随时看",2019-04-12,海特花园南北两居室家具齐全六号线,近30天带看  4  次
紫竹桥 中海雅园,高楼层/22层,整租,/zufang/42783204.html,3室2厅,距离地铁慈寿寺745米,南东北,16000元/月,精装,160平米,"近地铁,拎包入住,集中供暖",2019-04-10,中海雅园三室二厅二卫,近30天带看  6  次
德胜门 德隆家园9号院,中楼层/21层,整租,/zufang/42782448.html,2室1厅,距离地铁积水潭927米,南,8800元/月,精装,69.57平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-09,德胜门 德隆家园9号院正规双南向两居 精装拎包入住 长租,近30天带看  6  次
临河里 华业东方玫瑰A区,中楼层/28层,整租,/zufang/42782441.html,2室1厅,距离地铁临河里827米,南北,5700元/月,精装,96平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-09,土桥，临河里，华业东方玫瑰，,近30天带看  2  次
紫竹桥 车道沟南里,高楼层/21层,整租,/zufang/42781978.html,1室1厅,距离地铁车道沟844米,东南,5500元/月,简装,40平米,"近地铁,随时看,集中供暖",2019-04-10,车道沟南里东南向一居室高楼层采光好,近30天带看  2  次
月坛 地藏庵,高楼层/6层,整租,/zufang/42781905.html,3室1厅,距离地铁南礼士路476米,东南,13000元/月,精装,81.5平米,"近地铁,拎包入住,集中供暖",2019-04-17,地藏庵铁二区铁三区南礼士路金融街三里河,近30天带看  2  次
十里堡 十里堡北里,顶层/6层,整租,/zufang/42781849.html,2室1厅,近30天带看  2  次,南北,6400元/月,精装,64平米,"近地铁,随时看,可短租,集中供暖",,十里堡北里 南北通透 精装干净两居室 家电齐全,
乔庄 运河居,高楼层/6层,整租,/zufang/42781688.html,1室1厅,距离地铁北运河西1010米,南北,3600元/月,精装,63平米,"近地铁,拎包入住,集中供暖",2019-04-08,运河居 北运河西步行即到 温馨正规一居 东西齐随时入住,近30天带看  2  次
紫竹桥 昌运宫,低楼层/16层,整租,/zufang/42781083.html,2室1厅,距离地铁花园桥964米,南,9000元/月,精装,60.2平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-08,紫竹院 昌运宫精装两居 紧邻花园桥地铁,近30天带看  7  次
方庄 芳城园三区,高楼层/25层,整租,/zufang/42780767.html,2室1厅,距离地铁方庄351米,西南,6500元/月,精装,66平米,"近地铁,随时看,拎包入住",2019-04-08,近地铁+干净整洁+业主直租+提前预约看房,近30天带看  1  次
龙泽 融泽嘉园西2号院,高楼层/30层,整租,/zufang/42779809.html,1室1厅,距离地铁龙泽909米,南,5800元/月,精装,66平米,"近地铁,随时看",2019-04-10,西二旗 融泽嘉园 联想 百度软件园 西二旗城铁,近30天带看  1  次
牛街 法源寺西里,高楼层/8层,整租,/zufang/42779634.html,2室1厅,距离地铁菜市口688米,南北,8500元/月,精装,70平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-11,4号线菜市口站 法源寺南北通透两居室 精装修拎包入住,近30天带看  1  次
学院路 逸成东苑,高楼层/22层,整租,/zufang/42778994.html,2室1厅,距离地铁六道口1437米,东,8000元/月,简装,76平米,"近地铁,拎包入住,集中供暖",2019-04-09,逸成东苑新上正规两居 拎包入住 租房速度联系,近30天带看  6  次
枣园 枣园小区,底层/6层,整租,/zufang/42778700.html,1室1厅,近30天带看  2  次,南北,3500元/月,精装,57平米,"近地铁,随时看",,枣园小区精装修一居室全齐拎包住临地铁,
龙泽 金域华府三期,低楼层/28层,整租,/zufang/42777840.html,2室1厅,距离地铁西二旗856米,南,8000元/月,精装,89平米,"近地铁,随时看",2019-04-09,西二旗 龙泽 金域华府精装两居室拎包入住 融泽嘉园,近30天带看  2  次
马家堡 晨光小区,中楼层/6层,整租,/zufang/42777348.html,2室1厅,距离地铁角门西371米,南北,5500元/月,简装,56.47平米,"近地铁,随时看",2019-04-09,临近地铁10+4号线 角门西 晨光小区出租两居室,近30天带看  1  次
苹果园 苹果园四区,高楼层/16层,整租,/zufang/42777167.html,2室1厅,距离地铁苹果园442米,南,6000元/月,精装,102平米,"近地铁,拎包入住,集中供暖",2019-04-18,苹果园四区 地铁沿线精装全齐大两居，业主初次出租，拎包入住,近30天带看  5  次
苏州桥 海淀南路24号院,低楼层/6层,整租,/zufang/42777149.html,3室1厅,距离地铁苏州街153米,南北,21000元/月,简装,134平米,"近地铁,拎包入住,集中供暖",2019-04-07,外交部家属院黄金楼层大三居,近30天带看  6  次
上地 当代城市家园,顶层/12层,整租,/zufang/42777096.html,1室1厅,距离地铁上地1193米,南,7000元/月,简装,89.06平米,"近地铁,拎包入住",2019-04-09,当代城市家园 上林溪 小米科技园 金山软件 宜品上层,近30天带看  5  次
小西天 志强园小区,低楼层/6层,整租,/zufang/42775844.html,1室1厅,距离地铁积水潭820米,南,6200元/月,精装,44.72平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-08,积水潭 二炮医院 枫蓝国际 志强园精装一居,近30天带看  8  次
马家堡 丽水园,低楼层/14层,整租,/zufang/42775843.html,2室1厅,距离地铁角门西401米,南北,7500元/月,精装,98平米,"近地铁,拎包入住,集中供暖",2019-04-07,丽水园 南北通透两居室 小区中间位置 采光好,近30天带看  2  次
华威桥 美景东方,中楼层/20层,整租,/zufang/42775620.html,1室1厅,距离地铁北工大西门879米,东,6200元/月,精装,48平米,"近地铁,随时看",2019-04-07,华威桥 美景东方 新上大开间 拎包入住,近30天带看  2  次
马驹桥 莲水怡园,高楼层/6层,整租,/zufang/42775513.html,2室1厅,距离地铁同济南路1438米,南北,4700元/月,精装,101平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-09,马驹桥 米拉小镇 正规两居室,近30天带看  2  次
农展馆 麦子店街,顶层/18层,整租,/zufang/42774894.html,2室1厅,距离地铁枣营589米,南,8000元/月,精装,80平米,"近地铁,集中供暖",2019-04-09,麦子店街三室一厅一卫,近30天带看  1  次
旧宫 灵秀山庄,低楼层/6层,整租,/zufang/42774315.html,2室1厅,距离地铁旧宫933米,南北,4600元/月,精装,60平米,"近地铁,随时看",2019-04-08,灵秀山庄 两居室 配套齐全 随时入住,近30天带看  1  次
CBD 光辉里,中楼层/18层,整租,/zufang/42774279.html,2室1厅,距离地铁大望路122米,东南,7600元/月,精装,62平米,"近地铁,拎包入住,集中供暖",2019-04-07,大望路国贸CBD万达广场金地中心华贸中心精装两居,近30天带看  1  次
马驹桥 新海北里,底层/6层,整租,/zufang/42774012.html,1室1厅,近30天带看  5  次,南北,3200元/月,精装,67平米,"随时看,拎包入住,集中供暖",,新海北里 精装一居 包物业取暖，看房随时,
太平桥 首科花园,低楼层/24层,整租,/zufang/42773630.html,3室1厅,距离地铁六里桥东1010米,西北,9000元/月,精装,120平米,"近地铁,随时看,集中供暖",2019-04-09,太平桥 三环里 首科花园 业主直租,近30天带看  6  次
四惠 京棉新城三厂,高楼层/36层,整租,/zufang/42773329.html,3室1厅,距离地铁十里堡884米,南北,8500元/月,简装,104平米,"近地铁,随时看",2019-04-07,紧邻地铁 公园周边 随时看房 温馨舒适,近30天带看  1  次
角门 翠源居,高楼层/18层,整租,/zufang/42773199.html,2室1厅,距离地铁大红门455米,东南,4900元/月,简装,80平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-11,临近大红门地铁口的便宜电梯两居室，长期出租,近30天带看  3  次
霍营 龙锦苑东五区,低楼层/6层,整租,/zufang/42772981.html,4室1厅,近30天带看  1  次,南北,7600元/月,简装,125平米,"近地铁,随时看,拎包入住",,龙锦苑东五区 四居两卫 看房随时 拎包入住,
丽泽 保利百合花园,高楼层/28层,整租,/zufang/42772285.html,2室1厅,距离地铁六里桥431米,南,8500元/月,精装,90平米,"近地铁,随时看",2019-04-11,六里桥，西局，七里庄，精装修大两居，双地铁，交通便利,近30天带看  3  次
紫竹桥 富丽小区,中楼层/18层,整租,/zufang/42772116.html,3室1厅,距离地铁慈寿寺688米,南东北,13000元/月,精装,110平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-09,富丽小区 精装带电梯3居 临6/10号线慈寿寺地铁,近30天带看  2  次
万柳 光大水墨风景,中楼层/16层,整租,/zufang/42771680.html,2室2厅,距离地铁火器营583米,东北,15000元/月,精装,86平米,"近地铁,拎包入住",2019-04-07,光大水墨风景二室二厅一卫精装修 带车位,近30天带看  1  次
北苑 华贸城7号院,中楼层/20层,整租,/zufang/42770735.html,1室1厅,近30天带看  1  次,南,5700元/月,简装,53平米,"近地铁,拎包入住",,华贸城正规开间出租，家电齐全，拎包住,
广安门 丽水莲花二号院,中楼层/24层,整租,/zufang/42770586.html,2室1厅,距离地铁湾子259米,西,8000元/月,精装,67平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-10,丽水莲花 精装两居 家具家电全 近邻湾子地铁,近30天带看  1  次
马甸 马甸月季园,中楼层/9层,整租,/zufang/42770540.html,1室1厅,距离地铁牡丹园595米,东,6500元/月,精装,46.2平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-07,牡丹园商圈 北太平庄马甸月季园小区业主直租小两居 随时住,近30天带看  1  次
东单 苏州胡同,中楼层/5层,整租,/zufang/42770448.html,2室1厅,距离地铁东单380米,东,8200元/月,精装,60平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-07,崇文门，建國门，恒基中心，内蒙古大厦，苏州胡同两居室,近30天带看  2  次
八角 八角北路,中楼层/6层,整租,/zufang/42770341.html,1室1厅,距离地铁八角游乐园1178米,南,4000元/月,简装,40平米,"近地铁,随时看",2019-04-06,八角北路精装一室一厅全齐出租,近30天带看  2  次
六里桥 六里桥北里小区,中楼层/6层,整租,/zufang/42769618.html,2室1厅,距离地铁六里桥754米,南北,5500元/月,简装,57.15平米,"近地铁,拎包入住,集中供暖",2019-04-06,六里桥北里，南北通透，标准格局两居室,近30天带看  3  次
果园 苏荷时代,高楼层/24层,整租,/zufang/42769313.html,1室1厅,距离地铁果园225米,西,3800元/月,精装,45平米,"近地铁,随时看",2019-04-11,（超值一居）（近地铁）果园地铁 苏荷时代 精装一居 随时看,近30天带看  6  次
北京南站 世纪金色嘉园,中楼层/28层,整租,/zufang/42769248.html,2室1厅,距离地铁北京南站744米,东,8200元/月,精装,96平米,"近地铁,随时看,可短租,拎包入住",2019-04-07,南二环 地铁周边 精装修,近30天带看  2  次
成寿寺 四方景园一区,中楼层/24层,整租,/zufang/42769245.html,2室1厅,距离地铁方庄911米,东南,6800元/月,简装,88.45平米,"近地铁,随时看,可短租,拎包入住",2019-04-06,四方景园一区 集中供暖 随时看房 精装两居 政法小区,近30天带看  2  次
安定门 东城区西河沿,高楼层/11层,整租,/zufang/42769144.html,1室1厅,距离地铁安定门305米,南,6000元/月,精装,45平米,"近地铁,拎包入住,集中供暖",2019-04-11,西河沿朝南精装一居，看房电话,近30天带看  2  次
双榆树 双榆树北路,中楼层/6层,整租,/zufang/42767541.html,1室1厅,近30天带看  10  次,南,6000元/月,简装,48.5平米,"近地铁,拎包入住,集中供暖",,中关村知春里地铁旁中航北门一居出租 适合情侣 头条可报销,
西三旗 育新花园,低楼层/22层,整租,/zufang/42767209.html,2室1厅,距离地铁育新418米,东,5800元/月,简装,63平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-08,"紧邻地铁,普通装修，拎包入住",近30天带看  2  次
立水桥 佳运园二期,顶层/6层,整租,/zufang/42767077.html,1室1厅,距离地铁立水桥1132米,东北,5000元/月,精装,67平米,"近地铁,拎包入住,集中供暖",2019-04-06,佳运园精装修一居室 交通便利 紧邻地铁,近30天带看  4  次
四惠 晨曦花园,低楼层/24层,整租,/zufang/42766667.html,2室1厅,距离地铁十里堡877米,南,7000元/月,简装,75平米,"近地铁,可短租,拎包入住,集中供暖",2019-04-06,晨曦园两居出租，慈云寺附近，小区环境好，交通便利，,近30天带看  4  次
通州北苑 世纪星城,高楼层/18层,整租,/zufang/42766636.html,2室1厅,距离地铁果园990米,南北,5800元/月,精装,104平米,"近地铁,随时看,拎包入住,集中供暖",2019-04-06,世纪星城二室一厅一卫,近30天带看  7  次
甘家口 甘家口,低楼层/9层,整租,/zufang/42766535.html,1室1厅,距离地铁白堆子367米,西,6500元/月,精装,53平米,"近地铁,可短租,拎包入住,集中供暖",2019-04-06,甘家口小区大一居！！看房联系！！,近30天带看  2  次
甘露园 朝阳无限,低楼层/17层,整租,/zufang/42765706.html,1室1厅,距离地铁青年路847米,东,5000元/月,精装,35.2平米,"近地铁,随时看,集中供暖",2019-04-06,1号线地铁四惠东朝阳区 甘露园 朝阳无限 精装修 带电梯,近30天带看  4  次
黄村北 保利茉莉公馆,中楼层/26层,整租,/zufang/42765496.html,2室1厅,距离地铁高米店北208米,南,5900元/月,精装,85平米,"近地铁,可短租,拎包入住",2019-04-06,高米店北保利茉莉南向俩居室出租可短租  精装全齐,近30天带看  1  次
