area,floor,h_method,href,huxing,metro,orientation,price,renovation,square,tags,time,title,view
崇文门 国瑞城东区,高楼层/16层,整租,/zufang/42569643.html,3室1厅,距离地铁崇文门664米,西,8500,简装,70平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/10,国瑞城小三居出租，有钥匙随时看随时住,近30天带看  12  次
丰益桥 东瑞丽景,中楼层/18层,整租,/zufang/42568932.html,2室1厅,距离地铁泥洼273米,西南,6200,精装,89平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/9,丰益桥东瑞丽景精装全齐两居紧邻亿潼隆10号线泥洼站,近30天带看  9  次
宋家庄 宋家庄家园二区,低楼层/29层,整租,/zufang/42563578.html,1室1厅,距离地铁宋家庄400米,南,5300,精装,51平米,"近地铁,随时看,拎包入住",2019/3/9,宋家庄家园 精装一居 家电全齐 随时入住 临近地铁,近30天带看  13  次
团结湖 白家庄东里,中楼层/4层,整租,/zufang/42557778.html,2室1厅,距离地铁团结湖506米,南,7500,精装,65平米,"近地铁,可短租,拎包入住,集中供暖",2019/3/7,业主诚租白家庄精装两居,近30天带看  12  次
金融街 宣武门西大街,高楼层/13层,整租,/zufang/42557711.html,2室1厅,距离地铁长椿街372米,南,7200,精装,45.59平米,"近地铁,集中供暖",2019/3/8,宣武门西大街正规2居室！看房有钥匙,近30天带看  14  次
草桥 草桥28号院,高楼层/6层,整租,/zufang/42553275.html,2室1厅,距离地铁草桥703米,南北,5400,精装,70平米,"近地铁,随时看,集中供暖",2019/3/7,草桥精装两居 有钥匙随时看价格美丽,近30天带看  11  次
安贞 安华西里三区,底层/6层,整租,/zufang/42550479.html,2室1厅,距离地铁安华桥653米,南北,7800,精装,49.83平米,"近地铁,随时看,可短租,拎包入住",2019/3/6,整租 · 安华桥 安华西里三区 交通方便,近30天带看  9  次
新街口 如意里小区,低楼层/7层,整租,/zufang/42545914.html,2室1厅,距离地铁新街口295米,南北,8000,简装,62平米,"近地铁,拎包入住,集中供暖",2019/3/10,如意里小区二室一厅一卫,近30天带看  13  次
玉泉路 玉泉新城301医院南院,中楼层/20层,整租,/zufang/42543063.html,3室2厅,距离地铁田村1352米,东南,11000,精装,120平米,"近地铁,随时看",2019/3/7,此房为东南向三室二厅二卫，建筑面积为120平米,近30天带看  10  次
丰益桥 泥洼路5号院,顶层/6层,整租,/zufang/42541955.html,2室1厅,距离地铁西局334米,南北,4700,简装,60平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/7,七里庄泥洼路5号院温馨两居室恒泰广场随时看房,近30天带看  12  次
木樨地 真武家园,中楼层/16层,整租,/zufang/42538195.html,2室1厅,距离地铁南礼士路374米,东南,16000,简装,90平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/7,真武家园 临近南礼士路 金融街 复兴门 随时看房,近30天带看  13  次
白纸坊 半步桥街13号院,低楼层/7层,整租,/zufang/42535211.html,2室1厅,距离地铁陶然亭867米,南北,6300,精装,56.28平米,"近地铁,随时看,拎包入住",2019/3/6,半步桥 朝南两居  精装修 拎包入住,近30天带看  13  次
官园 北礼士路56号,中楼层/12层,整租,/zufang/42533645.html,1室1厅,距离地铁车公庄285米,西,6800,精装,45平米,"近地铁,随时看,可短租,集中供暖",2019/3/9,车公庄地铁口 北礼士路乙56号 凯德茂 人民医院,近30天带看  16  次
新华大街 后南仓,中楼层/6层,整租,/zufang/42533018.html,1室1厅,距离地铁果园1093米,南,3100,简装,58平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/18,万达周边3100正规一居室随时可以看房！拎包入住！,近30天带看  11  次
五道口 语言学院,中楼层/10层,整租,/zufang/42521608.html,1室1厅,距离地铁六道口790米,东西,6700,精装,68平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/3,五道口 语言学院 精装一居室，交通便利随时看房,近30天带看  11  次
西直门 金晖嘉园,底层/8层,整租,/zufang/42517080.html,3室2厅,距离地铁西直门686米,南北,22000,精装,179.09平米,"近地铁,随时看",2019/3/1,西直门北大街 金融街 金晖嘉园大三居空房出租,近30天带看  9  次
广安门 荣丰2008,高楼层/31层,整租,/zufang/42515829.html,1室1厅,近30天带看  15  次,南,3500,精装,26平米,"近地铁,拎包入住,集中供暖",,地铁7号线 达官营站 小户型开间,
清河 永泰东里,低楼层/6层,整租,/zufang/42512756.html,1室1厅,距离地铁永泰庄408米,南,4600,简装,50平米,"近地铁,拎包入住",2019/3/28,永泰东里精装两居室 紧邻地铁八号线 看房提前联系,近30天带看  14  次
安贞 城市出品,低楼层/16层,整租,/zufang/42511244.html,1室1厅,距离地铁和平西桥513米,西,7000,精装,55平米,"近地铁,拎包入住,集中供暖",2019/2/28,城市出品，安贞桥东，环贸对面，和平西桥站,近30天带看  13  次
官园 官苑八号,顶层/16层,整租,/zufang/42511042.html,1室1厅,距离地铁车公庄545米,东,7350,精装,43.13平米,"近地铁,拎包入住,集中供暖",2019/3/6,车公庄 平安里 国投国电 环保部附近白领居所 看房方便,近30天带看  12  次
北关 财富东方,中楼层/26层,整租,/zufang/42510140.html,2室2厅,距离地铁通州北关872米,南,4600,精装,100平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/7,财富东方 ·整租 2室1厅，随时入住,近30天带看  11  次
四季青 颐慧佳园,低楼层/9层,整租,/zufang/42507888.html,1室1厅,距离地铁慈寿寺578米,东,5400,精装,43.79平米,"近地铁,拎包入住,集中供暖",2019/2/28,颐慧佳园  东向开间  落地窗,近30天带看  11  次
四惠 壹线国际惠泽园,高楼层/9层,整租,/zufang/42494714.html,1室1厅,距离地铁四惠490米,东,5900,精装,39平米,"近地铁,随时看,拎包入住,集中供暖",2019/2/27,国贸、大望路、四惠整租精装一居、看房方便有钥匙,近30天带看  10  次
东花市 本家润园三期,低楼层/18层,整租,/zufang/42492872.html,1室1厅,距离地铁广渠门内329米,北,6000,精装,50.86平米,"近地铁,集中供暖",2019/3/8,广渠门 本家三期温馨一居 好房出租 业主直租,近30天带看  14  次
月坛 三里河三区,低楼层/4层,整租,/zufang/42349351.html,2室1厅,距离地铁木樨地479米,东西,7000,精装,50平米,"近地铁,随时看,拎包入住,集中供暖",2019/1/22,三里河三区精品两居室，紧邻金融街复兴门月坛南礼士路阜成门,近30天带看  15  次
芍药居 芍药居北里二区,中楼层/24层,整租,/zufang/42749153.html,2室1厅,距离地铁望京西1102米,南,7000,精装,81.5平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/3,新上芍药居精装两居室 干净舒适 采光好 无遮挡,近30天带看  52  次
芍药居 芍药居,中楼层/24层,整租,/zufang/42747596.html,2室1厅,距离地铁芍药居116米,西南,6500,精装,75平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/4,紧邻地铁芍药居站 便宜两居 业主直租,近30天带看  80  次
马连洼 六郎庄新村,底层/10层,整租,/zufang/42746576.html,1室1厅,近30天带看  21  次,东,4600,精装,48平米,"随时看,拎包入住",,中关村软件园马连洼菊园马连洼竹园马连洼兰园马连洼梅园,
芍药居 芍药居北里二区,低楼层/28层,整租,/zufang/42744096.html,2室1厅,距离地铁望京西1102米,南,7200,精装,80平米,"近地铁,拎包入住,集中供暖",2019/4/2,业主直租芍药居精装大两居 家电齐全 临近地铁 出行便利,近30天带看  45  次
北关 财富东方,低楼层/26层,整租,/zufang/42743141.html,2室1厅,距离地铁通州北关872米,东,4900,豪装,73平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/4,北关地铁-财富东方精装两居+电梯房急租随时入住,近30天带看  20  次
中关村 海淀黄庄小区,中楼层/16层,整租,/zufang/42742883.html,1室1厅,距离地铁海淀黄庄345米,南北,6600,简装,55平米,"近地铁,随时看",2019/4/3,新中关大厦 黄庄小区 带电梯 全家电,近30天带看  34  次
中关村 荣上居,高楼层/21层,整租,/zufang/42740453.html,1室1厅,距离地铁知春路389米,南,6900,精装,45平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/1,知春路 荣上居紫金数码园 双榆树知春里知春东里东南小区保福寺,近30天带看  28  次
芍药居 芍药居北里一区,高楼层/14层,整租,/zufang/42737045.html,2室1厅,距离地铁芍药居1068米,南,6500,精装,80平米,"近地铁,拎包入住,集中供暖",2019/4/1,"芍药居朝南两居,芍药居地铁,对外经贸,家具家电齐全",近30天带看  70  次
清河 宝盛北里,底层/6层,整租,/zufang/42732506.html,1室1厅,距离地铁永泰庄1225米,南,5500,精装,68平米,"近地铁,拎包入住,集中供暖",2019/3/31,东升科技园 宝盛广场旁 宝盛北里南向一居室 家具家电齐全,近30天带看  24  次
五道口 华清嘉园,顶层/14层,整租,/zufang/42732179.html,3室1厅,距离地铁五道口259米,东南,14000,精装,98平米,"近地铁,拎包入住",2019/4/2,五道口 华清嘉园 三居室出租 可合住,近30天带看  22  次
芍药居 芍药居,顶层/12层,整租,/zufang/42731321.html,2室1厅,距离地铁芍药居116米,南北,8000,精装,90平米,"近地铁,随时看,可短租,拎包入住",2019/4/4,紧邻地铁站 业主直租大两居 看房随时,近30天带看  70  次
双榆树 双榆树北里,中楼层/6层,整租,/zufang/42729540.html,1室1厅,近30天带看  21  次,南,6000,简装,45平米,"近地铁,随时看,拎包入住,集中供暖",,双榆树北里优质一居室,
五道口 东王庄小区,中楼层/6层,整租,/zufang/42729298.html,3室1厅,距离地铁清华东路西口419米,南北,11000,豪装,88平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/31,五道口、六道口、东王庄小区豪装三居室、拎包住,近30天带看  17  次
广渠门 东城区金桥国际公寓,高楼层/31层,整租,/zufang/42722334.html,1室1厅,近30天带看  18  次,南,7800,豪装,66平米,"近地铁,拎包入住,集中供暖",,金桥国际豪华装修一居+拎包入出+集中供暖,
清河 电力宿舍,底层/4层,整租,/zufang/42719360.html,2室1厅,距离地铁上地949米,南,8300,精装,100平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/29,清河小营 人民医/院 电力宿舍 豪华三居 看房方便,近30天带看  18  次
西二旗 西二旗铭科苑,底层/6层,整租,/zufang/42716610.html,2室1厅,距离地铁西二旗728米,南北,6500,精装,65平米,"近地铁,随时看,可短租,拎包入住",2019/4/10,上地西二旗地铁龤餼 铭科苑两居急租 拎包入住百度滴滴,近30天带看  18  次
芍药居 芍药居北里一区,中楼层/24层,整租,/zufang/42715563.html,3室1厅,距离地铁芍药居1068米,南,10000,精装,100平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/29,芍药居北里世奥国际居然之家业主直租看房提前预约,近30天带看  72  次
芍药居 芍药居北里二区,高楼层/28层,整租,/zufang/42707458.html,3室1厅,距离地铁望京西1102米,南北,13000,精装,100平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/30,芍药居精装三居室 南北通透 可长租,近30天带看  26  次
西二旗 西二旗铭科苑,中楼层/6层,整租,/zufang/42696909.html,2室1厅,距离地铁西二旗728米,南北,6500,精装,70平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/29,西二旗上地软件园铭科苑正规两居室空置出租,近30天带看  27  次
清河 强佑清河新城,低楼层/19层,整租,/zufang/42694303.html,1室0厅,距离地铁永泰庄1141米,南,5500,精装,58平米,"近地铁,随时看",2019/3/27,强佑新城一居室出租 拎包入住 紧邻清河公交站 随时看房,近30天带看  10  次
芍药居 芍药居甲2号院,中楼层/6层,整租,/zufang/42690183.html,3室1厅,距离地铁芍药居426米,南北,9000,精装,98平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/25,业主直租、高品质、芍药居甲2号院精装修、南北大三居室,近30天带看  27  次
芍药居 芍药居2号院,中楼层/7层,整租,/zufang/42684583.html,3室1厅,距离地铁芍药居247米,南北,8500,精装,88平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/24,月付《芍药居精装三居闪亮登场啦 》紧邻地铁线 太阳宫,近30天带看  31  次
中关村 海淀黄庄小区,中楼层/6层,整租,/zufang/42680309.html,2室1厅,距离地铁海淀黄庄345米,南,11000,简装,68平米,近地铁,2019/3/24,黄庄小区 精装修 看房方便,近30天带看  43  次
芍药居 芍药居北里二区,高楼层/24层,整租,/zufang/42670886.html,1室1厅,距离地铁望京西1102米,南,5500,精装,60平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/22,芍药居精装大一居 家具家电齐全 交通便利 紧邻地铁,近30天带看  23  次
芍药居 芍药居北里三区,低楼层/18层,整租,/zufang/42670730.html,1室1厅,距离地铁芍药居760米,西,7800,精装,75平米,"近地铁,随时看,集中供暖",2019/3/22,芍药居北里新楼精装一居室 家具家电齐全 拎包入住,近30天带看  43  次
芍药居 芍药居北里一区,高楼层/7层,整租,/zufang/42669439.html,2室1厅,距离地铁芍药居1068米,南北,6800,精装,78平米,"近地铁,拎包入住,集中供暖",2019/3/22,芍药居北里，芍药居地铁近。北居然，世奥国际,近30天带看  17  次
清河 宝盛北里,低楼层/6层,整租,/zufang/42667253.html,2室2厅,距离地铁永泰庄1225米,南北,8500,精装,110平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/27,宝盛北里精装两居室，低楼层宽敞大客厅，主卧朝南，房东直租,近30天带看  18  次
双榆树 知春东里,底层/20层,整租,/zufang/42666395.html,1室1厅,距离地铁知春里373米,南,6500,精装,51.7平米,近地铁,2019/3/22,知春东里 知春里 卫星通信大厦 翠宫饭店精装一居室,近30天带看  22  次
双榆树 双榆树东里,中楼层/6层,整租,/zufang/42666366.html,2室1厅,距离地铁人民大学637米,南北,7500,精装,54.5平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/22,双榆树东里二室一厅一卫,近30天带看  21  次
西直门 西直门北大街43号院,中楼层/7层,整租,/zufang/42665035.html,2室1厅,距离地铁西直门672米,南北,6800,精装,59.9平米,"近地铁,随时看,集中供暖",2019/3/22,西直门地铁 铁路危改时代之光 北大街43号院干净两居,近30天带看  17  次
中关村 荣上居,低楼层/21层,整租,/zufang/42647731.html,2室1厅,距离地铁知春路389米,北,7000,精装,50平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/20,知春路 荣上居紫金数码园 知春里双榆树东南小区 知春东里,近30天带看  28  次
双榆树 双榆树东里,高楼层/6层,整租,/zufang/42644417.html,1室1厅,距离地铁人民大学637米,南,6500,简装,40平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/19,中关村中航广场中卫通旁双榆树东里朝南一居出租,近30天带看  28  次
芍药居 芍药居9号院,中楼层/18层,整租,/zufang/42642509.html,2室1厅,距离地铁芍药居236米,东南,6800,简装,70平米,"近地铁,拎包入住,集中供暖",2019/3/18,业主直租干净两居室 紧邻10号线13号线芍药居地铁站,近30天带看  26  次
北关 天赐良园东三期,底层/6层,整租,/zufang/42641806.html,2室1厅,距离地铁物资学院路370米,东西,5500,精装,75平米,"近地铁,拎包入住,集中供暖",2019/3/19,6号线物资院地铁旁 天赐良园东期 一层带院两居,近30天带看  21  次
中关村 东南小区,中楼层/16层,整租,/zufang/42639312.html,2室1厅,距离地铁海淀黄庄591米,南,7500,精装,61.2平米,"近地铁,集中供暖",2019/3/23,中关村东南小区，带电梯两居室，交通便利,近30天带看  93  次
清河 永泰园,中楼层/6层,整租,/zufang/42635246.html,1室1厅,近30天带看  17  次,南,6200,精装,55平米,"近地铁,随时看",,永泰园精装大一居业主自住中间楼层交通便利,
天通苑 天通苑北一区,中楼层/16层,整租,/zufang/42624911.html,2室1厅,距离地铁天通苑434米,南,7000,精装,106平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/21,5号线天通苑北一区精装大两居 紧邻地铁 随时看房,近30天带看  33  次
芍药居 芍药居北里三区,中楼层/15层,整租,/zufang/42617158.html,2室1厅,距离地铁芍药居760米,西,7200,精装,96平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/15,新楼精装两居室，房东直租 对外经贸  聋儿康复中心，拎包入住,近30天带看  22  次
芍药居 芍药居北里三区,高楼层/28层,整租,/zufang/42602115.html,2室1厅,距离地铁芍药居760米,西,7500,豪装,90平米,"近地铁,随时看,拎包入住",2019/3/12,北服服装 对外经贸 中日医院 豪装两居带电梯,近30天带看  56  次
芍药居 芍药居北里三区,低楼层/28层,整租,/zufang/42600780.html,2室1厅,距离地铁芍药居760米,南,7500,豪装,80平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/13,外经贸 北服服装 惠新 芍药居 豪装双南两居带电梯,近30天带看  26  次
知春路 罗庄东里,中楼层/6层,整租,/zufang/42593441.html,2室1厅,距离地铁知春路439米,南,7100,简装,65平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/12,北航南门，知春路地铁站，医药大厦旁新上两居室,近30天带看  33  次
天通苑 天通苑北一区,中楼层/28层,整租,/zufang/42556778.html,2室1厅,距离地铁天通苑434米,南,6000,精装,95平米,"近地铁,随时看,拎包入住,集中供暖",2019/3/7,天通苑北一区下楼就是地铁5号线 精装两居室 押一付一随时看房,近30天带看  40  次
芍药居 芍药居5号院,中楼层/5层,整租,/zufang/42530111.html,1室1厅,距离地铁芍药居644米,南,5800,简装,45平米,"近地铁,拎包入住,集中供暖",2019/3/15,业主直租精装一居室，芍药居地铁附近，中日友好医院,近30天带看  18  次
武夷花园 运河明珠,中楼层/11层,,/zufang/500015068.html,3室1厅,距离地铁北运河西340米,南,7400,,124平米,"近地铁,随时看",2019/4/24,运河明珠出租双卫3居室带电梯房拎包入住,近30天带看  4  次
安定门 郎家胡同,顶层/6层,,/zufang/500015038.html,2室1厅,距离地铁鼓楼大街492米,南北,7500,,58平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/19,鼓楼东大街 安定门 郎家胡同 随时看房,近30天带看  2  次
苏州桥 海淀南路,低楼层/16层,,/zufang/500014134.html,2室1厅,距离地铁海淀黄庄245米,南,8700,,60平米,"近地铁,随时看",2019/4/21,中关村 海淀区 海淀南路 精装2居看房方便有钥匙,近30天带看  10  次
官园 官苑八号,中楼层/19层,,/zufang/500011960.html,1室1厅,距离地铁车公庄545米,东,7500,,39.6平米,"近地铁,拎包入住,集中供暖",2019/4/18,官苑八号 新小区 小户型开间适合白领情侣,近30天带看  1  次
宣武门 宣武门东大街,高楼层/11层,整租,/zufang/500011106.html,2室1厅,距离地铁和平门25米,南北,7500,精装,64.5平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/17,宣武门东大街精装两居室 看房方便,近30天带看  1  次
北工大 磨房北里,顶层/18层,,/zufang/500009383.html,2室1厅,距离地铁平乐园528米,东南,7300,精装,67.44平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/17,14号线平乐园磨房北里小区精装两居室交通便利,近30天带看  1  次
西单 西绒线胡同26号院,高楼层/20层,,/zufang/500009318.html,2室2厅,近30天带看  2  次,东北,35000,精装,152.31平米,随时看,,西单金融街，中国会南侧复地西绒线复地新上精装大两居室，,
厂洼 厂洼街1号院,低楼层/6层,,/zufang/500008651.html,2室1厅,距离地铁车道沟1186米,南北,6000,,50平米,"近地铁,集中供暖",2019/4/17,业主急租，看房方便，随时看房，拎包入住,近30天带看  4  次
魏公村 魏公村路8号院,中楼层/16层,,/zufang/500008635.html,2室2厅,距离地铁魏公村634米,西南,12000,,85平米,"近地铁,拎包入住",2019/4/16,魏公村地铁 理工 精装修大两居,近30天带看  6  次
广安门 朗琴园,高楼层/29层,,/zufang/500008445.html,1室1厅,距离地铁达官营605米,北,5800,,52平米,"近地铁,拎包入住",2019/4/17,七号线 达官营 朗琴园小区精装一居室 家具家电齐全,近30天带看  1  次
甘家口 国兴家园,中楼层/24层,,/zufang/500008231.html,2室2厅,距离地铁白石桥南228米,东,25000,,143平米,"近地铁,随时看",2019/4/16,国兴精装办公出租 家具家电齐全 有车位,近30天带看  3  次
双井 首城国际,高楼层/28层,,/zufang/500007089.html,2室1厅,距离地铁双井668米,南,11000,,90平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/19,首城精致装修全南两居 高层全齐保养好 随时看！,近30天带看  2  次
老山 中础大厦,底层/5层,,/zufang/500006509.html,3室1厅,距离地铁八角游乐园121米,南北,6200,,80平米,"近地铁,拎包入住,集中供暖",2019/4/14,八角地铁口 中础大厦 精装修三居室 一层带小院 可长租,近30天带看  1  次
石佛营 八里庄北里,低楼层/6层,整租,/zufang/42796089.html,2室1厅,距离地铁十里堡604米,南北,6500,简装,65平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/11,六号线十里堡地铁站八里庄北里小区精装,近30天带看  3  次
望京 方舟苑,中楼层/22层,整租,/zufang/42795986.html,2室1厅,近30天带看  1  次,东南,8500,精装,81.05平米,"随时看,拎包入住",,望京 方舟苑 紧邻 美院 拎包入住,
黄村火车站 车站北里,中楼层/6层,整租,/zufang/42795904.html,1室1厅,距离地铁黄村火车站378米,南北,2800,精装,43.46平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/12,车站北里 温馨正规一居室 看房随时 有钥匙 紧邻地铁,近30天带看  5  次
垡头 垡头西里,顶层/4层,整租,/zufang/42795730.html,1室1厅,距离地铁欢乐谷景区1194米,南,2500,精装,40平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/14,垡头西里精装一居随时看房 拎包入住,近30天带看  5  次
安贞 皇姑坟,高楼层/6层,整租,/zufang/42795619.html,2室1厅,距离地铁安贞门679米,南北,6400,精装,65平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/10,有钥匙随时看房 业主直租,近30天带看  1  次
永定门 西革新里112号院,底层/18层,整租,/zufang/42795550.html,1室1厅,距离地铁北京南站825米,北,5000,简装,75平米,"近地铁,随时看,拎包入住",2019/4/11,西革新里电梯一居室 紧邻市场,近30天带看  2  次
右安门内 白纸坊西街,低楼层/5层,整租,/zufang/42794542.html,2室1厅,距离地铁陶然亭1197米,南,5500,简装,55平米,"近地铁,拎包入住,集中供暖",2019/4/12,白纸坊西街 低楼层 南向两居室 可长租,近30天带看  1  次
新华大街 帅府园,顶层/6层,整租,/zufang/42793362.html,3室1厅,近30天带看  1  次,南西北,5500,简装,100平米,"随时看,拎包入住,集中供暖",,通州北苑地铁 帅府园三居室 万达旁边 业主直租,
窦店 田家园二区,底层/6层,整租,/zufang/42793146.html,2室1厅,近30天带看  1  次,南北,1600,简装,73平米,随时看,,田家园两居室诚意出租,
旧宫 清逸园,顶层/6层,整租,/zufang/42790809.html,2室1厅,距离地铁旧宫1232米,南北,4300,精装,88平米,"近地铁,拎包入住",2019/4/13,精装两居，家具家电全齐，拎包入住，紧邻地铁边,近30天带看  1  次
苏州桥 小南庄,底层/6层,整租,/zufang/42790249.html,2室1厅,距离地铁苏州街1027米,南,8000,精装,60平米,"近地铁,随时看,可短租,拎包入住",2019/4/10,苏州桥 小南庄 紫金 厂洼精装两居室 城乡仓储超市,近30天带看  9  次
良乡 首创紫悦台知兴西路2号院,低楼层/21层,整租,/zufang/42790027.html,2室1厅,距离地铁良乡大学城563米,南北,3500,精装,75平米,"近地铁,随时看",2019/4/11,首创紫悦台知兴西路2号院距离地铁良乡城站。,近30天带看  1  次
东四 东四八条,底层/1层,整租,/zufang/42789918.html,2室1厅,距离地铁张自忠路164米,南,4800,简装,20平米,"近地铁,随时看",2019/4/10,东四 东四八条胡同 平房出租 看房联系,近30天带看  1  次
田村 绿谷雅园,低楼层/5层,整租,/zufang/42789306.html,2室1厅,距离地铁廖公庄846米,南北,6700,精装,99.8平米,"近地铁,随时看,拎包入住",2019/4/10,正规好房型！不看后悔！高性价 2室 劲爆你的眼球,近30天带看  3  次
管庄 柏林爱乐四期,顶层/21层,整租,/zufang/42788493.html,2室1厅,距离地铁黄渠556米,南北,7000,简装,90平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/9,六号线黄渠站 常营站柏林爱乐 南北两居,近30天带看  5  次
梨园 桃花岛,低楼层/6层,整租,/zufang/42788398.html,2室1厅,近30天带看  2  次,南北,3600,简装,85平米,"随时看,拎包入住,集中供暖",,梨园地铁旁丨精装两居丨南北通透丨随时看房丨拎包入住,
长椿街 槐柏树街北里,低楼层/6层,整租,/zufang/42788228.html,1室1厅,距离地铁长椿街831米,西南,5700,精装,47.8平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/10,长椿街 西便门 金融街 广义街 宣武医院一居室出租,近30天带看  4  次
北七家 冠雅苑,低楼层/6层,整租,/zufang/42788085.html,2室1厅,近30天带看  1  次,南北,3600,精装,65平米,"随时看,拎包入住,集中供暖",,冠雅苑 新上两居 包物业取暖 看房随时,
草桥 草桥欣园四区,低楼层/15层,整租,/zufang/42787803.html,3室1厅,距离地铁草桥359米,南北,7500,精装,100.1平米,"近地铁,随时看,拎包入住,集中供暖",2019/4/19,草桥欣园四区 南北三居室 拎包入住 十号线旁边 交通便捷,近30天带看  5  次
草桥 草桥欣园四区,中楼层/15层,整租,/zufang/42787768.html,2室1厅,距离地铁草桥359米,南北,5800,精装,79平米,近地铁,2019/4/19,草桥欣园四区 精装两居 南北通透 拎包入住,近30天带看  1  次
九棵树(家乐福) 阿尔法社区D区,高楼层/6层,整租,/zufang/42787144.html,3室2厅,近30天带看  1  次,南北,5500,简装,110平米,拎包入住,,阿尔法精装三居双卫，有钥匙，随时看 业主诚心出租,
新华大街 潞河名苑,底层/6层,整租,/zufang/42786962.html,4室1厅,距离地铁九棵树1425米,南北,11500,精装,138平米,"近地铁,随时看",2019/4/11,通州玉带河大街，大四室随时能看房子。,近30天带看  1  次
崇文门 国瑞城公寓,低楼层/16层,整租,/zufang/42786847.html,1室1厅,距离地铁崇文门270米,北,9800,精装,66平米,"近地铁,随时看",2019/4/10,崇文门国瑞城公寓精装开间看房随时联系,近30天带看  2  次
果园 探矿小区,中楼层/6层,整租,/zufang/42786576.html,2室1厅,距离地铁果园1229米,南,4000,简装,60.52平米,"近地铁,集中供暖",2019/4/17,果园 广渠路出口 探矿小区两居室 好房便宜,近30天带看  1  次
皂君庙 文林大厦,高楼层/12层,整租,/zufang/42786356.html,1室1厅,距离地铁大钟寺484米,南,6200,精装,49.65平米,"近地铁,拎包入住,集中供暖",2019/4/10,皂君东里 ，一居精装修， 拎包入住。,近30天带看  1  次
九棵树(家乐福) 通景园,低楼层/26层,整租,/zufang/42786076.html,2室1厅,近30天带看  1  次,西,4400,简装,88平米,"随时看,拎包入住,集中供暖",,通景园电梯两居室出租   室内家电全齐 拎包入住,
万柳 新起点嘉园,低楼层/20层,整租,/zufang/42786075.html,2室1厅,近30天带看  6  次,东南,12000,精装,119.87平米,"拎包入住,集中供暖",,苏州街 万柳东路 新起点嘉园,
亚运村 华悦国际公寓,底层/12层,整租,/zufang/42785715.html,1室1厅,距离地铁大屯路东516米,南北,13000,精装,97平米,近地铁,2019/4/10,亚运村大屯 华悦国际 品质社区 带花园 看房随时,近30天带看  1  次
果园 巴克寓所,中楼层/6层,整租,/zufang/42785406.html,2室1厅,近30天带看  2  次,南北,4500,精装,89平米,"近地铁,随时看,拎包入住,集中供暖",,果园地铁巴克寓所，精装两居，看房方便,
西三旗 常秀家园,中楼层/5层,整租,/zufang/42785328.html,2室1厅,近30天带看  2  次,南北,5300,精装,61.8平米,"随时看,拎包入住,集中供暖",,西三旗 建材城西路 常秀家园 南北向两居 随时看房,
天宁寺 白菜湾社区,低楼层/6层,整租,/zufang/42785066.html,1室1厅,距离地铁广安门内965米,南,4300,简装,45平米,"近地铁,随时看",2019/4/10,广安门 大一居室带客厅 价格实惠，房间大,近30天带看  1  次
通州北苑 世纪星城,低楼层/26层,整租,/zufang/42784914.html,3室1厅,距离地铁果园990米,南北,11500,精装,220平米,"近地铁,随时看",2019/4/11,世纪星城精装两居业主直租拎包入住,近30天带看  2  次
交道口 交道口北二条,底层/1层,整租,/zufang/42784501.html,1室0厅,距离地铁安定门727米,南,2100,简装,15平米,"近地铁,随时看",2019/4/9,交道口北头条 私产 平房 看房联系,近30天带看  4  次
